"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"17417",33118,"Pltano","27/06/2011 11:45","Alto (> 8 mts)",195,"Grande",-68.8537414437,-32.8903173846,5,"Residencial Sur",2423808.92355,0
"17418",33119,"Acer","27/06/2011 11:43","Medio (4 - 8 mts)",58,"Mediano",-68.8538213008,-32.8903035018,5,"Residencial Sur",2423808.92355,0
"17419",33120,"Pltano","27/06/2011 11:41","Alto (> 8 mts)",130,"Grande",-68.853894643,-32.8902869675,5,"Residencial Sur",2423808.92355,0
"17420",33121,"Acer","27/06/2011 11:40","Alto (> 8 mts)",95,"Grande",-68.8539562118,-32.8902744743,5,"Residencial Sur",2423808.92355,0
"17421",33122,"Fresno europeo","27/06/2011 11:38","Alto (> 8 mts)",137,"Grande",-68.8540208072,-32.8902645852,5,"Residencial Sur",2423808.92355,0
"17422",33123,"Fresno europeo","27/06/2011 11:05","Alto (> 8 mts)",128,"Grande",-68.8541193529,-32.8904301516,5,"Residencial Sur",2423808.92355,0
"17423",33125,"Fresno europeo","27/06/2011 11:11","Alto (> 8 mts)",130,"Grande",-68.8541621054,-32.8905567367,5,"Residencial Sur",2423808.92355,0
"17424",33129,"Fresno europeo","27/06/2011 10:18","Alto (> 8 mts)",178,"Grande",-68.854249864,-32.8908861088,5,"Residencial Sur",2423808.92355,0
"17425",33131,"Fresno europeo","27/06/2011 10:14","Medio (4 - 8 mts)",25,"Mediano",-68.85430021,-32.8910350747,5,"Residencial Sur",2423808.92355,0
"17426",33132,"Pltano","27/06/2011 10:08","Alto (> 8 mts)",210,"Grande",-68.8543440159,-32.8911922508,5,"Residencial Sur",2423808.92355,0
"17427",33135,"Pltano","27/06/2011 10:02","Alto (> 8 mts)",130,"Grande",-68.8540586797,-32.8912528861,5,"Residencial Sur",2423808.92355,0
"17428",33137,"Morera","27/06/2011 09:58","Alto (> 8 mts)",95,"Grande",-68.8539011638,-32.8912829818,5,"Residencial Sur",2423808.92355,1
"17429",33138,"Morera","27/06/2011 09:56","Medio (4 - 8 mts)",92,"Grande",-68.8538509147,-32.8912940139,5,"Residencial Sur",2423808.92355,1
"17430",33139,"Caducifolio","28/06/2011 09:40","Medio (4 - 8 mts)",50,"Mediano",-68.8537990665,-32.8913026096,5,"Residencial Sur",2423808.92355,0
"17431",33140,"Pltano","27/06/2011 09:53","Alto (> 8 mts)",280,"Grande",-68.8537507409,-32.8913138242,5,"Residencial Sur",2423808.92355,0
"17432",33142,"Pltano","09/06/2011 09:42","Alto (> 8 mts)",250,"Grande",-68.85380648,-32.8924312248,5,"Residencial Sur",2423808.92355,0
"17433",33145,"Pltano","09/06/2011 09:37","Alto (> 8 mts)",200,"Grande",-68.8535351136,-32.8924801324,5,"Residencial Sur",2423808.92355,0
"17434",33146,"Pltano","09/06/2011 09:32","Alto (> 8 mts)",185,"Grande",-68.8534291661,-32.892499226,5,"Residencial Sur",2423808.92355,0
"17435",33147,"Pltano","09/06/2011 09:30","Alto (> 8 mts)",160,"Grande",-68.8533187156,-32.8925203945,5,"Residencial Sur",2423808.92355,0
"17436",33148,"Pltano","09/06/2011 09:29","Alto (> 8 mts)",180,"Grande",-68.8531394431,-32.8925514412,5,"Residencial Sur",2423808.92355,0
"17437",33150,"Pltano","09/06/2011 09:21","Alto (> 8 mts)",180,"Grande",-68.8530567489,-32.8923527276,5,"Residencial Sur",2423808.92355,0
"17438",33151,"Paraiso","09/06/2011 09:19","Alto (> 8 mts)",98,"Grande",-68.8530356707,-32.8922693072,5,"Residencial Sur",2423808.92355,0
"17439",33152,"Pltano","09/06/2011 09:17","Alto (> 8 mts)",190,"Grande",-68.8530136351,-32.8921903743,5,"Residencial Sur",2423808.92355,0
"17440",33153,"Pltano","09/06/2011 09:16","Alto (> 8 mts)",180,"Grande",-68.8529888009,-32.8920917397,5,"Residencial Sur",2423808.92355,0
"17441",33154,"Pltano","09/06/2011 09:11","Alto (> 8 mts)",180,"Grande",-68.852962412,-32.8919993746,5,"Residencial Sur",2423808.92355,0
"17442",33155,"Morera","09/06/2011 09:09","Alto (> 8 mts)",145,"Grande",-68.852949878,-32.8919422846,5,"Residencial Sur",2423808.92355,0
"17443",33156,"Pltano","09/06/2011 09:06","Alto (> 8 mts)",180,"Grande",-68.8529211166,-32.8918305294,5,"Residencial Sur",2423808.92355,0
"17444",33157,"Morera","09/06/2011 09:01","Alto (> 8 mts)",110,"Grande",-68.8529037936,-32.8917707458,5,"Residencial Sur",2423808.92355,1
"17445",33159,"Pltano","09/06/2011 08:57","Alto (> 8 mts)",185,"Grande",-68.8529476206,-32.8915723162,5,"Residencial Sur",2423808.92355,1
"17446",33160,"Pltano","09/06/2011 08:55","Alto (> 8 mts)",165,"Grande",-68.8530385942,-32.8915582665,5,"Residencial Sur",2423808.92355,0
"17447",33161,"Pltano","09/06/2011 08:53","Alto (> 8 mts)",150,"Grande",-68.853141423,-32.8915405501,5,"Residencial Sur",2423808.92355,0
"17448",33168,"Jacarand","08/06/2011 13:00","Medio (4 - 8 mts)",32,"Mediano",-68.8537353222,-32.8914393198,5,"Residencial Sur",2423808.92355,0
"17449",33170,"Morera","08/06/2011 12:58","Medio (4 - 8 mts)",90,"Grande",-68.8539323198,-32.8914035122,5,"Residencial Sur",2423808.92355,1
"17450",33171,"Pltano","08/06/2011 12:20","Alto (> 8 mts)",155,"Grande",-68.8541745385,-32.8923648906,5,"Residencial Sur",2423808.92355,0
"17451",33175,"Pltano","08/06/2011 12:06","Alto (> 8 mts)",180,"Grande",-68.8546247532,-32.8921280959,5,"Residencial Sur",2423808.92355,0
"17452",33176,"Morera","08/06/2011 12:05","Alto (> 8 mts)",115,"Grande",-68.854598096,-32.8920171109,5,"Residencial Sur",2423808.92355,1
"17453",33177,"Morera","08/06/2011 12:03","Alto (> 8 mts)",118,"Grande",-68.8545918122,-32.8919945514,5,"Residencial Sur",2423808.92355,0
"17454",33183,"Morera","08/06/2011 11:34","Alto (> 8 mts)",110,"Grande",-68.8544509254,-32.891438731,5,"Residencial Sur",2423808.92355,1
"17455",33188,"Pltano","08/06/2011 11:24","Alto (> 8 mts)",220,"Grande",-68.8541795317,-32.8913516685,5,"Residencial Sur",2423808.92355,0
"17456",33190,"Pltano","08/06/2011 11:21","Alto (> 8 mts)",200,"Grande",-68.8539967916,-32.891388036,5,"Residencial Sur",2423808.92355,0
"17457",33191,"Morera","11/05/2011 12:25","Alto (> 8 mts)",150,"Grande",-68.8565218522,-32.8917590606,5,"Residencial Sur",2423808.92355,0
"17458",33192,"Morera","11/05/2011 12:19","Alto (> 8 mts)",70,"Grande",-68.8564934075,-32.8916337235,5,"Residencial Sur",2423808.92355,1
"17459",33193,"Morera","11/05/2011 12:18","Alto (> 8 mts)",190,"Grande",-68.8564769506,-32.8915689325,5,"Residencial Sur",2423808.92355,0
"17460",33195,"Morera","11/05/2011 12:16","Alto (> 8 mts)",180,"Grande",-68.8564192678,-32.8913518291,5,"Residencial Sur",2423808.92355,0
"17461",33196,"Morera","11/05/2011 12:13","Alto (> 8 mts)",200,"Grande",-68.8563770124,-32.891199741,5,"Residencial Sur",2423808.92355,0
"17462",33197,"Prunas","11/05/2011 12:12","Bajo (2 - 4 mts)",100,"Grande",-68.8563654162,-32.8911450094,5,"Residencial Sur",2423808.92355,0
"17463",33200,"Pltano","09/05/2011 13:05","Muy bajo (1 - 2 mts)",160,"Grande",-68.8562312938,-32.8909759576,5,"Residencial Sur",2423808.92355,0
"17464",33201,"Pltano","09/05/2011 13:02","Alto (> 8 mts)",145,"Grande",-68.8560548365,-32.8910068305,5,"Residencial Sur",2423808.92355,0
"17465",33202,"Pltano","09/05/2011 13:01","Alto (> 8 mts)",200,"Grande",-68.8559532408,-32.8910240873,5,"Residencial Sur",2423808.92355,0
"17466",33203,"Pltano","09/05/2011 13:00","Alto (> 8 mts)",220,"Grande",-68.8558294735,-32.8910495951,5,"Residencial Sur",2423808.92355,0
"17467",33205,"Pltano","09/05/2011 12:53","Alto (> 8 mts)",280,"Grande",-68.8555552279,-32.8910978203,5,"Residencial Sur",2423808.92355,0
"17468",33209,"Pltano","09/05/2011 12:48","Alto (> 8 mts)",220,"Grande",-68.8551561428,-32.8911693065,5,"Residencial Sur",2423808.92355,0
"17469",33210,"Pltano","09/05/2011 12:40","Alto (> 8 mts)",180,"Grande",-68.8550088799,-32.8911993714,5,"Residencial Sur",2423808.92355,0
"17470",33211,"Pltano","09/05/2011 12:39","Alto (> 8 mts)",170,"Grande",-68.8549189737,-32.8912146635,5,"Residencial Sur",2423808.92355,0
"17471",33212,"Pltano","09/05/2011 12:37","Alto (> 8 mts)",210,"Grande",-68.8548230762,-32.8912338484,5,"Residencial Sur",2423808.92355,0
"17472",33213,"Pltano","09/05/2011 12:36","Alto (> 8 mts)",200,"Grande",-68.8546978914,-32.8912552534,5,"Residencial Sur",2423808.92355,0
"17473",33216,"Morera","09/05/2011 12:28","Alto (> 8 mts)",155,"Grande",-68.8545785776,-32.8914065683,5,"Residencial Sur",2423808.92355,0
"17474",33219,"Pltano","09/05/2011 12:16","Alto (> 8 mts)",180,"Grande",-68.8546869844,-32.8918480128,5,"Residencial Sur",2423808.92355,0
"17475",33220,"Morera","09/05/2011 12:14","Alto (> 8 mts)",140,"Grande",-68.8547063965,-32.8919374831,5,"Residencial Sur",2423808.92355,0
"17476",33222,"Morera","09/05/2011 12:12","Alto (> 8 mts)",140,"Grande",-68.8547462214,-32.8920927105,5,"Residencial Sur",2423808.92355,1
"17477",33224,"Morera","09/05/2011 12:10","Alto (> 8 mts)",125,"Grande",-68.8548342386,-32.8922533137,5,"Residencial Sur",2423808.92355,0
"17478",33226,"Pltano","09/05/2011 12:06","Alto (> 8 mts)",125,"Grande",-68.8550869668,-32.8922076206,5,"Residencial Sur",2423808.92355,0
"17479",33227,"Pltano","09/05/2011 12:04","Alto (> 8 mts)",200,"Grande",-68.8552344906,-32.8921817822,5,"Residencial Sur",2423808.92355,0
"17480",33229,"Pltano","09/05/2011 11:59","Alto (> 8 mts)",200,"Grande",-68.8555640854,-32.8921254875,5,"Residencial Sur",2423808.92355,0
"17481",33231,"Morera","09/05/2011 11:52","Alto (> 8 mts)",140,"Grande",-68.8557912761,-32.892075796,5,"Residencial Sur",2423808.92355,1
"17482",33232,"Pltano","09/05/2011 11:50","Alto (> 8 mts)",200,"Grande",-68.8558578832,-32.8920611752,5,"Residencial Sur",2423808.92355,0
"17483",33237,"Pltano","09/05/2011 11:43","Alto (> 8 mts)",180,"Grande",-68.8564128291,-32.8919644309,5,"Residencial Sur",2423808.92355,0
"17484",33238,"Pltano","09/05/2011 11:42","Alto (> 8 mts)",130,"Grande",-68.8564723728,-32.8919555725,5,"Residencial Sur",2423808.92355,0
"17485",33239,"Pltano","09/05/2011 11:41","Alto (> 8 mts)",180,"Grande",-68.8565674117,-32.8919389101,5,"Residencial Sur",2423808.92355,0
"17486",33241,"Fresno europeo","29/06/2011 12:54","Medio (4 - 8 mts)",130,"Grande",-68.8544515555,-32.8908670493,5,"Residencial Sur",2423808.92355,0
"17487",33247,"Pltano","30/06/2011 11:49","Alto (> 8 mts)",190,"Grande",-68.8549351087,-32.8901016341,5,"Residencial Sur",2423808.92355,0
"17488",33248,"Morera","30/06/2011 11:48","Medio (4 - 8 mts)",40,"Mediano",-68.855091516,-32.890069625,5,"Residencial Sur",2423808.92355,0
"17489",33249,"Morera","30/06/2011 11:39","Bajo (2 - 4 mts)",20,"Chico",-68.8552665168,-32.8900389898,5,"Residencial Sur",2423808.92355,0
"17490",33252,"Pltano","30/06/2011 11:31","Alto (> 8 mts)",175,"Grande",-68.8556141004,-32.8899725438,5,"Residencial Sur",2423808.92355,0
"17491",33253,"Pltano","30/06/2011 11:30","Alto (> 8 mts)",142,"Grande",-68.8556819806,-32.8899627035,5,"Residencial Sur",2423808.92355,0
"17492",33254,"Pltano","30/06/2011 11:29","Alto (> 8 mts)",145,"Grande",-68.8557787009,-32.8899426334,5,"Residencial Sur",2423808.92355,0
"17493",33260,"Morera","29/06/2011 12:14","Alto (> 8 mts)",145,"Grande",-68.8561615714,-32.8903071937,5,"Residencial Sur",2423808.92355,0
"17494",33261,"Fresno europeo","29/06/2011 12:11","Bajo (2 - 4 mts)",40,"Mediano",-68.8561912866,-32.890436801,5,"Residencial Sur",2423808.92355,0
"17495",33263,"Morera","29/06/2011 12:02","Medio (4 - 8 mts)",80,"Grande",-68.8562558428,-32.8906986363,5,"Residencial Sur",2423808.92355,0
"17496",33264,"Pltano","29/06/2011 11:52","Alto (> 8 mts)",170,"Grande",-68.8562050539,-32.8908457584,5,"Residencial Sur",2423808.92355,0
"17497",33265,"Pltano","29/06/2011 11:51","Alto (> 8 mts)",175,"Grande",-68.8561067953,-32.8908714094,5,"Residencial Sur",2423808.92355,0
"17498",33266,"Pltano","29/06/2011 11:49","Alto (> 8 mts)",190,"Grande",-68.8560141065,-32.8908894267,5,"Residencial Sur",2423808.92355,0
"17499",33270,"Pltano","29/06/2011 11:38","Alto (> 8 mts)",220,"Grande",-68.8554906898,-32.8909891812,5,"Residencial Sur",2423808.92355,0
"17500",33271,"Pltano","29/06/2011 11:34","Alto (> 8 mts)",220,"Grande",-68.8553324685,-32.8910185738,5,"Residencial Sur",2423808.92355,0
"17501",33272,"Pltano","29/06/2011 11:32","Alto (> 8 mts)",320,"Grande",-68.8551742522,-32.8910448102,5,"Residencial Sur",2423808.92355,0
"17502",33273,"Morera","29/06/2011 11:29","Alto (> 8 mts)",105,"Grande",-68.855052739,-32.8910654462,5,"Residencial Sur",2423808.92355,0
"17503",33274,"Caducifolio","29/06/2011 11:25","Bajo (2 - 4 mts)",88,"Grande",-68.8548966158,-32.891096516,5,"Residencial Sur",2423808.92355,1
"17504",33275,"Fresno europeo","29/06/2011 11:22","Medio (4 - 8 mts)",65,"Grande",-68.8547875702,-32.8911173591,5,"Residencial Sur",2423808.92355,0
"17505",33278,"Morera","27/06/2011 09:49","Alto (> 8 mts)",104,"Grande",-68.8564062101,-32.8907673376,5,"Residencial Sur",2423808.92355,1
"17506",33282,"Fresno europeo","27/06/2011 09:41","Medio (4 - 8 mts)",49,"Mediano",-68.856286473,-32.8903278057,5,"Residencial Sur",2423808.92355,0
"17507",33283,"Fresno europeo","27/06/2011 09:36","Medio (4 - 8 mts)",80,"Grande",-68.8562650538,-32.8902230045,5,"Residencial Sur",2423808.92355,0
"17508",33284,"Morera","27/06/2011 09:34","Medio (4 - 8 mts)",46,"Mediano",-68.8562440348,-32.8901351556,5,"Residencial Sur",2423808.92355,0
"17509",33288,"Pltano","27/06/2011 09:25","Alto (> 8 mts)",120,"Grande",-68.8563315205,-32.8898414823,5,"Residencial Sur",2423808.92355,0
"17510",33289,"Pltano","27/06/2011 09:23","Medio (4 - 8 mts)",18,"Chico",-68.8564182611,-32.8898231594,5,"Residencial Sur",2423808.92355,0
"17511",33290,"Pltano","24/06/2011 13:23","Alto (> 8 mts)",155,"Grande",-68.8564897886,-32.8898100516,5,"Residencial Sur",2423808.92355,0
"17512",33293,"Pltano","24/06/2011 11:29","Alto (> 8 mts)",168,"Grande",-68.8567840943,-32.8897596968,5,"Residencial Sur",2423808.92355,1
"17513",33294,"Pltano","24/06/2011 11:28","Alto (> 8 mts)",200,"Grande",-68.8568724556,-32.8897423006,5,"Residencial Sur",2423808.92355,0
"17514",33295,"Pltano","24/06/2011 11:26","Alto (> 8 mts)",72,"Grande",-68.8569353729,-32.889727473,5,"Residencial Sur",2423808.92355,0
"17515",33296,"Pltano","24/06/2011 11:24","Alto (> 8 mts)",185,"Grande",-68.8569949277,-32.8897160671,5,"Residencial Sur",2423808.92355,0
"17516",33297,"Pltano","24/06/2011 11:23","Alto (> 8 mts)",190,"Grande",-68.8570645532,-32.8897013445,5,"Residencial Sur",2423808.92355,0
"17517",33299,"Acer","24/06/2011 11:15","Alto (> 8 mts)",68,"Grande",-68.8572052848,-32.8896728477,5,"Residencial Sur",2423808.92355,0
"17518",33304,"Fresno europeo","24/06/2011 11:02","Alto (> 8 mts)",70,"Grande",-68.8575798109,-32.8896948,5,"Residencial Sur",2423808.92355,0
"17519",33310,"Fresno europeo","24/06/2011 10:41","Alto (> 8 mts)",125,"Grande",-68.8577348248,-32.8902975942,5,"Residencial Sur",2423808.92355,0
"17520",33311,"Fresno europeo","24/06/2011 10:35","Medio (4 - 8 mts)",84,"Grande",-68.8577638806,-32.8903998268,5,"Residencial Sur",2423808.92355,1
"17521",33313,"Paraiso","24/06/2011 10:09","Medio (4 - 8 mts)",40,"Mediano",-68.8577102152,-32.8905696246,5,"Residencial Sur",2423808.92355,0
"17522",33315,"Pltano","24/06/2011 10:06","Alto (> 8 mts)",220,"Grande",-68.8575872037,-32.8905937626,5,"Residencial Sur",2423808.92355,0
"17523",33317,"Morera","24/06/2011 10:00","Alto (> 8 mts)",87,"Grande",-68.8573383574,-32.890637569,5,"Residencial Sur",2423808.92355,1
"17524",33318,"Pltano","24/06/2011 09:56","Alto (> 8 mts)",190,"Grande",-68.8572707959,-32.8906484024,5,"Residencial Sur",2423808.92355,0
"17525",33319,"Morera","24/06/2011 09:54","Alto (> 8 mts)",150,"Grande",-68.8571546894,-32.8906744189,5,"Residencial Sur",2423808.92355,0
"17526",33320,"Pltano","24/06/2011 09:51","Alto (> 8 mts)",180,"Grande",-68.8570705888,-32.8906894829,5,"Residencial Sur",2423808.92355,0
"17527",33324,"Pltano","24/06/2011 09:46","Alto (> 8 mts)",180,"Grande",-68.8566347317,-32.8907721299,5,"Residencial Sur",2423808.92355,0
"17528",33325,"Ailanthus","24/06/2011 09:44","Alto (> 8 mts)",105,"Grande",-68.8565647184,-32.8907902115,5,"Residencial Sur",2423808.92355,0
"17529",33330,"Morera","23/05/2011 10:37","Alto (> 8 mts)",160,"Grande",-68.8565610016,-32.8913405403,5,"Residencial Sur",2423808.92355,1
"17530",33331,"Fresno europeo","23/05/2011 10:33","Alto (> 8 mts)",60,"Mediano",-68.8565340032,-32.8912336174,5,"Residencial Sur",2423808.92355,0
"17531",33332,"Fresno europeo","23/05/2011 10:28","Alto (> 8 mts)",36,"Mediano",-68.8567222091,-32.891182388,5,"Residencial Sur",2423808.92355,0
"17532",33333,"Morera","23/05/2011 10:13","Alto (> 8 mts)",105,"Grande",-68.8570035477,-32.8912205811,5,"Residencial Sur",2423808.92355,1
"17533",33337,"Morera","23/05/2011 09:27","Alto (> 8 mts)",135,"Grande",-68.8576081069,-32.8913053988,5,"Residencial Sur",2423808.92355,1
"17534",33338,"Olmo comun","23/05/2011 09:22","Alto (> 8 mts)",83,"Grande",-68.8579310079,-32.8913514746,5,"Residencial Sur",2423808.92355,1
"17535",33339,"Paraiso","23/05/2011 08:52","Alto (> 8 mts)",170,"Grande",-68.8575774381,-32.8912360238,5,"Residencial Sur",2423808.92355,0
"17536",33340,"Paraiso","23/05/2011 08:48","Alto (> 8 mts)",85,"Grande",-68.8574040214,-32.8912108493,5,"Residencial Sur",2423808.92355,0
"17537",33341,"Morera","23/05/2011 08:46","Medio (4 - 8 mts)",97,"Grande",-68.8572388296,-32.8911884792,5,"Residencial Sur",2423808.92355,1
"17538",33345,"Morera","19/05/2011 11:18","Alto (> 8 mts)",85,"Grande",-68.8567734482,-32.8911310179,5,"Residencial Sur",2423808.92355,0
"17539",33347,"Fresno europeo","19/05/2011 11:06","Medio (4 - 8 mts)",57,"Mediano",-68.8565463334,-32.8910916566,5,"Residencial Sur",2423808.92355,0
"17540",33348,"Morera","19/05/2011 11:04","Alto (> 8 mts)",148,"Grande",-68.8564833376,-32.8910544346,5,"Residencial Sur",2423808.92355,1
"17541",33349,"Morera","19/05/2011 11:00","Alto (> 8 mts)",142,"Grande",-68.8564610318,-32.8909690188,5,"Residencial Sur",2423808.92355,1
"17542",33350,"Pltano","19/05/2011 10:58","Alto (> 8 mts)",128,"Grande",-68.8564574817,-32.8909171675,5,"Residencial Sur",2423808.92355,1
"17543",33352,"Pltano","19/05/2011 10:54","Alto (> 8 mts)",190,"Grande",-68.8566645488,-32.8908846736,5,"Residencial Sur",2423808.92355,0
"17544",33358,"Paraiso","19/05/2011 10:13","Medio (4 - 8 mts)",95,"Grande",-68.8573274932,-32.8907606114,5,"Residencial Sur",2423808.92355,0
"17545",33361,"Pltano","19/05/2011 10:03","Alto (> 8 mts)",180,"Grande",-68.8577465006,-32.890676877,5,"Residencial Sur",2423808.92355,0
"17546",33362,"Fresno europeo","19/05/2011 09:58","Alto (> 8 mts)",127,"Grande",-68.8578661459,-32.8907972149,5,"Residencial Sur",2423808.92355,0
"17547",33363,"Fresno europeo","19/05/2011 09:57","Medio (4 - 8 mts)",89,"Grande",-68.8578902632,-32.8908988765,5,"Residencial Sur",2423808.92355,0
"17548",33364,"Fresno europeo","19/05/2011 09:51","Medio (4 - 8 mts)",96,"Grande",-68.8579225588,-32.8910204612,5,"Residencial Sur",2423808.92355,0
"17549",33366,"Fresno europeo","19/05/2011 09:46","Alto (> 8 mts)",100,"Grande",-68.857968983,-32.8911958028,5,"Residencial Sur",2423808.92355,1
"17550",33367,"Fresno europeo","19/05/2011 09:41","Medio (4 - 8 mts)",100,"Grande",-68.8580174456,-32.8914333634,5,"Residencial Sur",2423808.92355,0
"17551",33369,"Fresno europeo","19/05/2011 09:34","Medio (4 - 8 mts)",63,"Grande",-68.8580607239,-32.8915711008,5,"Residencial Sur",2423808.92355,0
"17552",33370,"Pltano","19/05/2011 09:32","Alto (> 8 mts)",200,"Grande",-68.8580362155,-32.8916595289,5,"Residencial Sur",2423808.92355,0
"17553",33371,"Pltano","19/05/2011 09:29","Alto (> 8 mts)",120,"Grande",-68.8579210729,-32.8916835635,5,"Residencial Sur",2423808.92355,1
"17554",33373,"Pltano","19/05/2011 09:25","Alto (> 8 mts)",160,"Grande",-68.8576890898,-32.8917192817,5,"Residencial Sur",2423808.92355,0
"17555",33375,"Pltano","19/05/2011 09:22","Alto (> 8 mts)",160,"Grande",-68.8575026779,-32.891753762,5,"Residencial Sur",2423808.92355,0
"17556",33376,"Pltano","19/05/2011 09:19","Alto (> 8 mts)",185,"Grande",-68.8573815845,-32.8917769507,5,"Residencial Sur",2423808.92355,0
"17557",33377,"Pltano","19/05/2011 09:18","Alto (> 8 mts)",134,"Grande",-68.8572731756,-32.8917944912,5,"Residencial Sur",2423808.92355,0
"17558",33379,"Pltano","19/05/2011 09:15","Alto (> 8 mts)",175,"Grande",-68.8570395204,-32.891839564,5,"Residencial Sur",2423808.92355,0
"17559",33383,"Acer","01/06/2011 11:51","Medio (4 - 8 mts)",30,"Mediano",-68.8558665271,-32.8886308668,5,"Residencial Sur",2423808.92355,0
"17560",33385,"Fresno europeo","01/06/2011 11:56","Alto (> 8 mts)",135,"Grande",-68.8558109428,-32.8884431733,5,"Residencial Sur",2423808.92355,0
"17561",33386,"Acacia SP","01/06/2011 12:04","Medio (4 - 8 mts)",40,"Mediano",-68.8557912028,-32.8883395461,5,"Residencial Sur",2423808.92355,0
"17562",33388,"Fresno europeo","01/06/2011 12:12","Alto (> 8 mts)",127,"Grande",-68.8557274645,-32.8881235174,5,"Residencial Sur",2423808.92355,0
"17563",33392,"Morera","01/06/2011 13:28","Alto (> 8 mts)",136,"Grande",-68.8556955931,-32.8877426961,5,"Residencial Sur",2423808.92355,0
"17564",33394,"Morera","02/06/2011 09:16","Alto (> 8 mts)",153,"Grande",-68.8559295517,-32.8876994267,5,"Residencial Sur",2423808.92355,0
"17565",33395,"Morera","02/06/2011 09:20","Alto (> 8 mts)",156,"Grande",-68.8560558803,-32.8876758441,5,"Residencial Sur",2423808.92355,0
"17566",33396,"Morera","02/06/2011 09:23","Alto (> 8 mts)",154,"Grande",-68.8561181709,-32.8876624247,5,"Residencial Sur",2423808.92355,0
"17567",33398,"Morera","02/06/2011 09:37","Muy bajo (1 - 2 mts)",5,"Chico",-68.8562769358,-32.8876294818,5,"Residencial Sur",2423808.92355,0
"17568",33406,"Morera","02/06/2011 12:26","Alto (> 8 mts)",146,"Grande",-68.8568778393,-32.8875130411,5,"Residencial Sur",2423808.92355,0
"17569",33407,"Morera","02/06/2011 12:27","Alto (> 8 mts)",135,"Grande",-68.8569595499,-32.887497722,5,"Residencial Sur",2423808.92355,0
"17570",33410,"Morera","02/06/2011 12:56","Alto (> 8 mts)",85,"Grande",-68.8570834637,-32.8876892325,5,"Residencial Sur",2423808.92355,0
"17571",33413,"Morera","02/06/2011 13:11","Alto (> 8 mts)",136,"Grande",-68.8571476315,-32.8879464323,5,"Residencial Sur",2423808.92355,0
"17572",33414,"Morera","02/06/2011 13:17","Alto (> 8 mts)",150,"Grande",-68.8571768172,-32.8880794003,5,"Residencial Sur",2423808.92355,0
"17573",33416,"Morera","02/06/2011 13:37","Alto (> 8 mts)",138,"Grande",-68.8572022742,-32.8881930173,5,"Residencial Sur",2423808.92355,0
"17574",33417,"Morera","02/06/2011 13:40","Medio (4 - 8 mts)",160,"Grande",-68.8572177677,-32.8882613832,5,"Residencial Sur",2423808.92355,0
"17575",33419,"Pltano","02/06/2011 13:44","Alto (> 8 mts)",180,"Grande",-68.8572460403,-32.8884247119,5,"Residencial Sur",2423808.92355,0
"17576",33421,"Fresno europeo","02/06/2011 13:48","Alto (> 8 mts)",65,"Grande",-68.8570129695,-32.8884820638,5,"Residencial Sur",2423808.92355,0
"17577",33422,"Fresno europeo","02/06/2011 13:57","Alto (> 8 mts)",60,"Mediano",-68.8569138989,-32.8885020808,5,"Residencial Sur",2423808.92355,0
"17578",33423,"Pltano","02/06/2011 13:59","Alto (> 8 mts)",190,"Grande",-68.8568059017,-32.8885185257,5,"Residencial Sur",2423808.92355,0
"17579",33424,"Pltano","02/06/2011 14:00","Alto (> 8 mts)",130,"Grande",-68.85672048,-32.888538175,5,"Residencial Sur",2423808.92355,0
"17580",33425,"Pltano","02/06/2011 14:02","Alto (> 8 mts)",180,"Grande",-68.8566066254,-32.8885611278,5,"Residencial Sur",2423808.92355,0
"17581",33429,"Morera","02/06/2011 14:08","Alto (> 8 mts)",140,"Grande",-68.8562416541,-32.8886312211,5,"Residencial Sur",2423808.92355,0
"17582",33430,"Pltano","02/06/2011 14:10","Alto (> 8 mts)",170,"Grande",-68.8560917762,-32.8886587306,5,"Residencial Sur",2423808.92355,0
"17583",33433,"Fresno europeo","16/06/2011 09:37","Alto (> 8 mts)",148,"Grande",-68.8561133108,-32.8896214792,5,"Residencial Sur",2423808.92355,0
"17584",33437,"Acacia SP","15/06/2011 13:39","Medio (4 - 8 mts)",50,"Mediano",-68.8560076782,-32.8891813446,5,"Residencial Sur",2423808.92355,0
"17585",33438,"Fresno europeo","15/06/2011 13:36","Alto (> 8 mts)",90,"Grande",-68.8559715263,-32.8890673291,5,"Residencial Sur",2423808.92355,0
"17586",33440,"Fresno europeo","15/06/2011 13:28","Medio (4 - 8 mts)",45,"Mediano",-68.8559274727,-32.8888830628,5,"Residencial Sur",2423808.92355,1
"17587",33442,"Jacarand","15/06/2011 12:09","Medio (4 - 8 mts)",50,"Mediano",-68.8560489361,-32.8887814918,5,"Residencial Sur",2423808.92355,0
"17588",33443,"Pltano","15/06/2011 12:06","Alto (> 8 mts)",150,"Grande",-68.8561414132,-32.8887608593,5,"Residencial Sur",2423808.92355,0
"17589",33444,"Pltano","15/06/2011 12:02","Alto (> 8 mts)",190,"Grande",-68.8562384826,-32.8887421255,5,"Residencial Sur",2423808.92355,0
"17590",33445,"Pltano","15/06/2011 11:48","Alto (> 8 mts)",170,"Grande",-68.8563310654,-32.8887222144,5,"Residencial Sur",2423808.92355,0
